187,lrmystp,abc,c,079,3014,length,982,2,508,https://atcoder.jp/contests/abc079/submissions/1789402
188,refle,abc,c,079,3014,length,678,1,380,https://atcoder.jp/contests/abc079/submissions/1789405
189,aimy,abc,c,079,3014,length,441,1,380,https://atcoder.jp/contests/abc079/submissions/1791645
190,aimy,abc,c,079,3014,length,378,1,380,https://atcoder.jp/contests/abc079/submissions/1791672
191,mvgk,abc,c,079,3014,length,589,2,380,https://atcoder.jp/contests/abc079/submissions/1794015
192,Lithium,abc,c,079,3014,length,1220,2,508,https://atcoder.jp/contests/abc079/submissions/1866095
193,amanuko,abc,c,079,3014,length,614,1,380,https://atcoder.jp/contests/abc079/submissions/1868856
194,you070707,abc,c,079,3014,length,569,1,508,https://atcoder.jp/contests/abc079/submissions/1934369
195,yamate11,abc,c,079,3014,length,850,2,508,https://atcoder.jp/contests/abc079/submissions/1953295
196,eliza0x,abc,c,079,3014,length,537,1,508,https://atcoder.jp/contests/abc079/submissions/2074234
197,d_nishiyama_hs,abc,c,079,3014,length,782,2,508,https://atcoder.jp/contests/abc079/submissions/2126218
198,Axer,abc,c,079,3014,length,477,2,508,https://atcoder.jp/contests/abc079/submissions/2309820
199,atctk,abc,c,079,3014,length,387,1,380,https://atcoder.jp/contests/abc079/submissions/2422057
200,refle,abc,c,080,3014,length,1792,13,1660,https://atcoder.jp/contests/abc080/submissions/1828559
201,nmjiri,abc,c,080,3014,length,826,34,2300,https://atcoder.jp/contests/abc080/submissions/1831700
202,Lithium,abc,c,080,3014,length,958,185,1916,https://atcoder.jp/contests/abc080/submissions/1865695
203,amanuko,abc,c,080,3014,length,599,30,2172,https://atcoder.jp/contests/abc080/submissions/1866302
204,kehukef,abc,c,080,3014,length,759,57,1916,https://atcoder.jp/contests/abc080/submissions/1866861
205,you070707,abc,c,080,3014,length,589,140,1916,https://atcoder.jp/contests/abc080/submissions/1934457
206,Lithium,abc,c,080,3014,length,1250,174,1276,https://atcoder.jp/contests/abc080/submissions/2106089
207,Lithium,abc,c,080,3014,length,1326,61,1276,https://atcoder.jp/contests/abc080/submissions/2106092
208,Lithium,abc,c,080,3014,length,1359,72,3068,https://atcoder.jp/contests/abc080/submissions/2106097
209,lodnix,abc,c,080,3014,length,1168,16,1148,https://atcoder.jp/contests/abc080/submissions/2116134
210,atctk,abc,c,080,3014,length,752,32,1148,https://atcoder.jp/contests/abc080/submissions/2422477
211,atctk,abc,c,080,3014,length,645,32,1148,https://atcoder.jp/contests/abc080/submissions/2422511
212,mick0321,abc,c,080,3014,length,646,5,1020,https://atcoder.jp/contests/abc080/submissions/2667696
213,phykmqqq,abc,c,080,3014,length,1473,30,1916,https://atcoder.jp/contests/abc080/submissions/2694551
214,lvs7k,abc,c,080,3014,length,543,27,1916,https://atcoder.jp/contests/abc080/submissions/3271156
215,LiEat_D,abc,c,080,3014,length,431,62,1660,https://atcoder.jp/contests/abc080/submissions/9334984
216,lodnix,abc,c,084,3014,length,747,7,1148,https://atcoder.jp/contests/abc084/submissions/1924035
217,you070707,abc,c,084,3014,length,359,10,1276,https://atcoder.jp/contests/abc084/submissions/1924489
218,pekempey,abc,c,084,3014,length,339,14,1404,https://atcoder.jp/contests/abc084/submissions/1924906
219,cyan,abc,c,084,3014,length,436,27,1404,https://atcoder.jp/contests/abc084/submissions/1925957
220,amanuko,abc,c,084,3014,length,851,9,1148,https://atcoder.jp/contests/abc084/submissions/1928377
221,refle,abc,c,084,3014,length,1822,11,1404,https://atcoder.jp/contests/abc084/submissions/1930717
222,refle,abc,c,084,3014,length,213,19,1404,https://atcoder.jp/contests/abc084/submissions/1930735
223,refle,abc,c,084,3014,length,220,22,1788,https://atcoder.jp/contests/abc084/submissions/1930770
224,nmjiri,abc,c,084,3014,length,655,12,1276,https://atcoder.jp/contests/abc084/submissions/1959301
225,phykmqqq,abc,c,084,3014,length,752,12,1404,https://atcoder.jp/contests/abc084/submissions/1980395
226,eliza0x,abc,c,084,3014,length,1304,12,1404,https://atcoder.jp/contests/abc084/submissions/2074004
227,Lithium,abc,c,084,3014,length,1413,1894,11516,https://atcoder.jp/contests/abc084/submissions/2212450
228,atctk,abc,c,084,3014,length,604,8,1148,https://atcoder.jp/contests/abc084/submissions/2448121
229,sinapusu2002,abc,c,084,3014,length,564,12,1148,https://atcoder.jp/contests/abc084/submissions/2561114
230,mick0321,abc,c,084,3014,length,395,5,1020,https://atcoder.jp/contests/abc084/submissions/2641847
231,lvs7k,abc,c,084,3014,length,626,12,1276,https://atcoder.jp/contests/abc084/submissions/3265014
232,kotatsugame,abc,c,084,3014,length,202,24,1532,https://atcoder.jp/contests/abc084/submissions/9848309
233,tjnt,abc,c,084,3014,length,664,11,1148,https://atcoder.jp/contests/abc084/submissions/9949664
234,tjnt,abc,c,084,3014,length,608,12,1148,https://atcoder.jp/contests/abc084/submissions/9949707
235,tjnt,abc,c,084,3014,length,568,10,1148,https://atcoder.jp/contests/abc084/submissions/9949766
236,lodnix,abc,c,085,3014,length,815,5,636,https://atcoder.jp/contests/abc085/submissions/1948833
237,tzskp1,abc,c,085,3014,length,399,117,1020,https://atcoder.jp/contests/abc085/submissions/1950884
238,amanuko,abc,c,085,3014,length,583,880,6524,https://atcoder.jp/contests/abc085/submissions/1952106
239,Poly,abc,c,085,3014,length,300,207,1020,https://atcoder.jp/contests/abc085/submissions/1952176
240,cyan,abc,c,085,3014,length,311,124,1148,https://atcoder.jp/contests/abc085/submissions/1953692
241,refle,abc,c,085,3014,length,2364,2,508,https://atcoder.jp/contests/abc085/submissions/1954216
242,yamate11,abc,c,085,3014,length,876,2,636,https://atcoder.jp/contests/abc085/submissions/1955593
243,you070707,abc,c,085,3014,length,314,37,1020,https://atcoder.jp/contests/abc085/submissions/1955754
244,hamukichi,abc,c,085,3014,length,617,27,1020,https://atcoder.jp/contests/abc085/submissions/1956641
245,torus711,abc,c,085,3014,length,795,29,1020,https://atcoder.jp/contests/abc085/submissions/1957816
246,Poly,abc,c,085,3014,length,273,208,1020,https://atcoder.jp/contests/abc085/submissions/1957917
247,phykmqqq,abc,c,085,3014,length,583,62,636,https://atcoder.jp/contests/abc085/submissions/1967244
248,Lithium,abc,c,085,3014,length,502,30,892,https://atcoder.jp/contests/abc085/submissions/1971968
249,tomoyat1,abc,c,085,3014,length,711,35,1020,https://atcoder.jp/contests/abc085/submissions/1995746
250,Gash788,abc,c,085,3014,length,591,2,508,https://atcoder.jp/contests/abc085/submissions/2017823
251,eliza0x,abc,c,085,3014,length,412,29,892,https://atcoder.jp/contests/abc085/submissions/2073749
252,masakih,abc,c,085,3014,length,350,5,764,https://atcoder.jp/contests/abc085/submissions/2078770
253,d_nishiyama_hs,abc,c,085,3014,length,409,5,636,https://atcoder.jp/contests/abc085/submissions/2097919
254,proton06,abc,c,085,3014,length,812,29,892,https://atcoder.jp/contests/abc085/submissions/2120910
255,proton06,abc,c,085,3014,length,790,29,892,https://atcoder.jp/contests/abc085/submissions/2120916
256,eliza0x,abc,c,088,3014,length,576,1,508,https://atcoder.jp/contests/abc088/submissions/2110220
257,cyan,abc,c,088,3014,length,484,2,508,https://atcoder.jp/contests/abc088/submissions/2110588
258,yuchiki,abc,c,088,3014,length,567,2,508,https://atcoder.jp/contests/abc088/submissions/2110694
259,phykmqqq,abc,c,088,3014,length,471,2,508,https://atcoder.jp/contests/abc088/submissions/2110862
260,skeletont,abc,c,088,3014,length,863,1,508,https://atcoder.jp/contests/abc088/submissions/2111016
261,ducktail,abc,c,088,3014,length,526,1,508,https://atcoder.jp/contests/abc088/submissions/2111576
262,aimy,abc,c,088,3014,length,358,2,1020,https://atcoder.jp/contests/abc088/submissions/2111597
263,cojna,abc,c,088,3014,length,279,2,508,https://atcoder.jp/contests/abc088/submissions/2112468
264,muctera,abc,c,088,3014,length,767,2,508,https://atcoder.jp/contests/abc088/submissions/2112837
265,Lithium,abc,c,088,3014,length,1156,1,380,https://atcoder.jp/contests/abc088/submissions/2115020
266,sato,abc,c,088,3014,length,266,1,508,https://atcoder.jp/contests/abc088/submissions/2115324
267,nmjiri,abc,c,088,3014,length,793,2,508,https://atcoder.jp/contests/abc088/submissions/2117492
268,amanuko,abc,c,088,3014,length,537,1,508,https://atcoder.jp/contests/abc088/submissions/2119086
269,jasy,abc,c,088,3014,length,178,2,508,https://atcoder.jp/contests/abc088/submissions/2120792
270,jasy,abc,c,088,3014,length,165,2,508,https://atcoder.jp/contests/abc088/submissions/2120809
271,jasy,abc,c,088,3014,length,139,2,508,https://atcoder.jp/contests/abc088/submissions/2121587
